code,name,ects,link,professor,description
CH-314,Structural analysis,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/structural-analysis-CH-314,"Bostedt Christoph, Boyarkine Oleg, Emsley David Lyndon","The aim of this course is to treat three of the major techniques for structural characterization of molecules used in chemistry and chemical engineering: mass spectrometry, NMR, and X-ray techniques."
CH-352,Introduction to cheminformatics,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/introduction-to-cheminformatics-CH-352,Patiny Luc,Introduction aux concepts de base de cheminformatique et aux principaux outils utilisés. Applications potentielles de ces outils en recherche pour la gestion de l'information.
CH-353,Introduction to electronic structure methods,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/introduction-to-electronic-structure-methods-CH-353,Röthlisberger Ursula,"Repetition of the basic concepts of quantum mechanics and main numerical algorithms used for practical implementions. Basic principles of electronic structure methods:Hartree-Fock, many body perturbation theory, configuration interaction, coupled-cluster theory, density functional theory."
CH-351,Molecular dynamics and Monte-Carlo simulation,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/molecular-dynamics-and-monte-carlo-simulation-CH-351,Röthlisberger Ursula,Introduction to molecular dynamics and Monte-Carlo simulation methods.
CH-359,Project of Computational chemistry,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/project-of-computational-chemistry-CH-359,"Corminboeuf Anne-Clémence, Röthlisberger Ursula, Smit Berend, Vanicek Jiri",Ce cours exploite les techniques de chimie quantique et de modélisation moléculaire dans le cadre d'un projet de recherche visant a résoudre un problème chimique en binôme.
MATH-310,Algebra,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/algebra-MATH-310,Lachowska Anna,"This is an introduction to modern algebra: groups, rings and fields."
MATH-203(b),Analysis III,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/analysis-iii-MATH-203-B,Strütt David Valentin,Le cours étudie les concepts fondamentaux de l'analyse vectorielle et l'analyse de Fourier en vue de leur utilisation pour résoudre des problèmes pluridisciplinaires d'ingénierie scientifique.
MATH-207(d),Analysis IV,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/analysis-iv-MATH-207-D,Licht Martin Werner,Le cours étudie les concepts fondamentaux de l'analyse complexe et de l'analyse de Laplace en vue de leur utilisation pour résoudre des problèmes pluridisciplinaires d'ingénierie scientifique.
MATH-352,Causal thinking,5,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/causal-thinking-MATH-352,Stensrud Mats Julius,"This course will give a unified presentation of modern methods for causal inference. We focus on concepts, and we will present examples and ideas from various scientific disciplines, including medicine, computer science, engineering, economics and epidemiology."
MATH-261,Discrete optimization,5,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/discrete-optimization-MATH-261,Eisenbrand Friedrich,"This course is an introduction to linear and discrete optimization. Warning: This is a mathematics course! While much of the course will be algorithmic in nature, you will still need to be able to prove theorems."
MATH-265,Introduction to optimization and operations research,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/introduction-to-optimization-and-operations-research-MATH-265,Bierlaire Michel,Introduction to major operations research models and optimization algorithms
MATH-251(b),Numerical analysis,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/numerical-analysis-MATH-251-B,Herbst Michael,The students will learn key numerical techniques for solving standard mathematical problems in science and engineering. The underlying mathematical theory and properties are discussed.
CH-401,Advanced nuclear magnetic resonance,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/advanced-nuclear-magnetic-resonance-CH-401,Emsley David Lyndon,Principles of Magnetic Resonance Imaging (MRI) and applications to medical imaging. Principles of modern multi-dimensional NMR in liquids and solids. Structure determination of proteins & materials. Measurement of molecular dynamics. Principles of Hyperpolarization
CH-243,Electrochemistry of solutions,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/electrochemistry-of-solutions-CH-243,Roussel Christophe,"Les étudiants intègrent les notions de potentiels électriques, de niveau de Fermi de l'électron et appliquent l'équation de Nernst. Ils comprennent la structure d'une interface électrifiée. Les générateurs électrochimiques, l'électrolyse et les bases de l'ampérométrie sont présentés"
CH-340,Methods in spectroscopy and dynamics,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/methods-in-spectroscopy-and-dynamics-CH-340,Osterwalder Andreas,"We will review modern technique for the determination of structure and dynamics in chemistry. Recent developments in spectroscopy as well as methods that target the fundamentals of chemical reactions will be discussed, and applications will be studied."
ChE-312,Numerical methods,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/numerical-methods-CHE-312,"Miskovic Ljubisa, Sivula Kevin",This course introduces students to modern computational and mathematical techniques for solving problems in chemistry and chemical engineering. The use of introduced numerical methods will be demonstrated using the python programming language.
CH-335,Asymmetric synthesis and retrosynthesis,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/asymmetric-synthesis-and-retrosynthesis-CH-335,"Gerber Sandrine, Nicolai Stefano",La première partie du cours décrit les méthodes classiques de synthèse asymétrique. La seconde partie du cours traite des stratégies de rétrosynthèse basées sur l'approche par disconnection.
CH-329,Preparative chemistry II,8,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/preparative-chemistry-ii-CH-329,"Hu Xile, Severin Kay","Laboratoire de chimie avancée. L'admission au TP est conditionnée à la réussite de 2 des 3 cours suivants : CH-222 Coordination chemistry, CH-223 Organometallic chemistry, CH-233 Fonctions et réactions organiques"
CH-301,Analytical separation methods,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/analytical-separation-methods-CH-301,Roussel Christophe,Les étudiants comprennent les bases physico-chimiques des méthodes de séparation chromatographiques et électrophorétiques.
CH-221,Chemistry of elements s and p,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/chemistry-of-elements-s-and-p-CH-221,Severin Kay,Introduction to the chemistry of the s & p elements of the periodic table.
CH-222,Coordination chemistry,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/coordination-chemistry-CH-222,Queen Wendy Lee,Fundamental knowledge of coordination compounds.
CH-309,Experimental analytical chemistry,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/experimental-analytical-chemistry-CH-309,Roussel Christophe,"Les travaux pratiques ont pour but de familiariser les étudiants aux principes qualitatifs et quantitatifs de la chimie analytique. Ces travaux pratiques sont une illustration du cours ""méthodes de séparation analytiques"". Le contenu des TPs dépendent du nombre d'étudiants accueillis."
CH-230,Organic chemistry laboratory Work,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/organic-chemistry-laboratory-work-CH-230,"Marendaz Jean-Luc, Zhu Jieping","Méthodes de purification (distillation, cristallisation, chromatographie), synthèse organique simple: bromation, réduction, acylation, imine, nitration, Grignard, Reformatsky Acquisition des connaissances sur les dangers des chimiques et comment se protéger. Connaître les obligations légales."
CH-233,Organic functions and reactions I,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/organic-functions-and-reactions-i-CH-233,Zhu Jieping,"Le cours se focalisera sur les composés carbonyles: leur structures, réactivités, et leurs transformations; la réactivité des énols/énolates et leurs réactions fondamentales. L'importance de la compréhension des mécanismes réactionnels, de la chimio-, regio- and stéréo-sélectivité sera soulignée."
CH-223,Organometallic chemistry,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/organometallic-chemistry-CH-223,Mazzanti Marinella,"Basic organometallic chemistry will be covered in this course. 1. Structure and bonding in organometallic compounds. 2. reactivity of organometallic compounds, stoichiometric reactions, catalyzed reactions and reaction mechanisms."
PHYS-201(e),General physics: electromagnetism,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/general-physics-electromagnetism-PHYS-201-E,Scarlino Pasquale,Introduction to electromagnetism.
CH-250,Mathematical methods in chemistry,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/mathematical-methods-in-chemistry-CH-250,Vanicek Jiri,This course consists of two parts. The first part covers basic concepts of molecular symmetry and the application of group theory to describe it. The second part introduces Laplace transforms and Fourier series and their use for solving ordinary and partial differential equations in chemistry & c.e.
CH-200,Practical programming in Chemistry,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/practical-programming-in-chemistry-CH-200,Schwaller Philippe,"This course offers a comprehensive, practical introduction to computer programming tailored for chemists and chemical engineers. Python is the main language used throughout the course."
CH-244,Quantum chemistry,6,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/quantum-chemistry-CH-244,Drabbels Marcel,Introduction to Quantum Mechanics with examples related to chemistry
CH-343,Spectroscopy,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry-and-chemical-engineering/coursebook/spectroscopy-CH-343,Drabbels Marcel,Introduction into optical spectroscopy of molecules
